nome_empresa,setor,uf_sede,regiao_sede,faturamento_anual,lucro_liquido,potencial_investimento,score_empresa,site,descricao
Gwm,Outros,N/D,Nacional,1118205452,111820545,4542710,0.8186,,LIE: R$3.7M | Rouanet: R$10.3M | Total historico 2022-2025: R$14.0M
Westrock,Outros,N/D,Nacional,1117268000,111726800,4538901,0.8179,,LIE: R$3.6M | Rouanet: R$10.4M | Total historico 2022-2025: R$14.0M
3M,Outros,N/D,Nacional,1075090398,107509040,4367555,0.8178,,LIE: R$3.8M | Rouanet: R$9.7M | Total historico 2022-2025: R$13.4M
Comercio De Medicamentos Brair,Outros,N/D,Nacional,1062947736,106294774,4318225,0.8177,,LIE: R$3.8M | Rouanet: R$9.5M | Total historico 2022-2025: R$13.3M
Aguas Do Brasil,Outros,N/D,Nacional,1043452847,104345285,4239027,0.8174,,LIE: R$3.9M | Rouanet: R$9.1M | Total historico 2022-2025: R$13.0M
Banrisul,Outros,N/D,Nacional,1189527759,118952776,4832457,0.817,,LIE: R$3.0M | Rouanet: R$11.9M | Total historico 2022-2025: R$14.9M
Ngk Nkt,Outros,N/D,Nacional,1014696840,101469684,4122206,0.817,,LIE: R$4.0M | Rouanet: R$8.7M | Total historico 2022-2025: R$12.7M
Mc Donalds,Outros,N/D,Nacional,823113334,82311333,3343898,0.8161,,LIE: R$5.4M | Rouanet: R$4.9M | Total historico 2022-2025: R$10.3M
Tcp,Outros,N/D,Nacional,998421087,99842109,4056086,0.816,,LIE: R$3.8M | Rouanet: R$8.6M | Total historico 2022-2025: R$12.5M
Cmoc (Equinox),Outros,N/D,Nacional,1085124612,108512461,4408319,0.8158,,LIE: R$3.3M | Rouanet: R$10.3M | Total historico 2022-2025: R$13.6M
Mr Mineracao,Mineração e Siderurgia,N/D,Nacional,981999876,98199988,3989374,0.8157,,LIE: R$3.9M | Rouanet: R$8.4M | Total historico 2022-2025: R$12.3M
Valgroup,Outros,N/D,Nacional,996618641,99661864,4048763,0.8156,,LIE: R$3.7M | Rouanet: R$8.7M | Total historico 2022-2025: R$12.5M
Pwc,Outros,N/D,Nacional,939510688,93951069,3816762,0.8154,,LIE: R$4.1M | Rouanet: R$7.7M | Total historico 2022-2025: R$11.7M
Ihara,Outros,N/D,Nacional,966652128,96665213,3927024,0.8153,,LIE: R$3.9M | Rouanet: R$8.2M | Total historico 2022-2025: R$12.1M
Minerita,Mineração e Siderurgia,N/D,Nacional,1030183978,103018398,4185122,0.8149,,LIE: R$3.4M | Rouanet: R$9.5M | Total historico 2022-2025: R$12.9M
Mapfre,Outros,SP,Sudeste,958933746,95893375,3895668,0.8149,,LIE: R$3.8M | Rouanet: R$8.2M | Total historico 2022-2025: R$12.0M
Supermercados Bh,Outros,N/D,Nacional,968272016,96827202,3933605,0.8148,,LIE: R$3.7M | Rouanet: R$8.4M | Total historico 2022-2025: R$12.1M
Baterias Moura,Outros,N/D,Nacional,920931020,92093102,3741282,0.8146,,LIE: R$4.0M | Rouanet: R$7.5M | Total historico 2022-2025: R$11.5M
Comolatti,Outros,N/D,Nacional,919469120,91946912,3735343,0.8143,,LIE: R$3.9M | Rouanet: R$7.5M | Total historico 2022-2025: R$11.5M
Sinochem Petroleo China,Petróleo e Gás,N/D,Nacional,990528365,99052836,4024021,0.8139,,LIE: R$3.4M | Rouanet: R$9.0M | Total historico 2022-2025: R$12.4M
Astrazeneca,Outros,N/D,Nacional,927372479,92737248,3767451,0.8138,,LIE: R$3.8M | Rouanet: R$7.8M | Total historico 2022-2025: R$11.6M
Ype,Outros,N/D,Nacional,849966656,84996666,3452990,0.8137,,LIE: R$4.4M | Rouanet: R$6.3M | Total historico 2022-2025: R$10.6M
Brasilcap,Outros,N/D,Nacional,974513181,97451318,3958960,0.8137,,LIE: R$3.4M | Rouanet: R$8.7M | Total historico 2022-2025: R$12.2M
Whirlpool,Outros,N/D,Nacional,931817082,93181708,3785507,0.8135,,LIE: R$3.7M | Rouanet: R$8.0M | Total historico 2022-2025: R$11.6M
Uol,Outros,N/D,Nacional,883462720,88346272,3589067,0.8122,,LIE: R$3.7M | Rouanet: R$7.3M | Total historico 2022-2025: R$11.0M
Gdm Genetica Do Brasil,Outros,N/D,Nacional,889443077,88944308,3613362,0.8121,,LIE: R$3.6M | Rouanet: R$7.5M | Total historico 2022-2025: R$11.1M
Brf,Alimentos e Bebidas,N/D,Nacional,866907839,86690784,3521813,0.812,,LIE: R$3.8M | Rouanet: R$7.1M | Total historico 2022-2025: R$10.8M
Barbosa Mussnich E Aragao Advogados,Outros,N/D,Nacional,869939404,86993940,3534129,0.8119,,LIE: R$3.7M | Rouanet: R$7.2M | Total historico 2022-2025: R$10.9M
Ferbasa,Outros,N/D,Nacional,993614714,99361471,4036560,0.8118,,LIE: R$2.9M | Rouanet: R$9.5M | Total historico 2022-2025: R$12.4M
Goldman Sachs,Outros,N/D,Nacional,931630880,93163088,3784750,0.8114,,LIE: R$3.2M | Rouanet: R$8.4M | Total historico 2022-2025: R$11.6M
Enel,Energia,N/D,Nacional,1082838599,108283860,4399032,0.8104,,LIE: R$2.3M | Rouanet: R$11.2M | Total historico 2022-2025: R$13.5M
Taesa,Outros,N/D,Nacional,866413011,86641301,3519803,0.8102,,LIE: R$3.3M | Rouanet: R$7.5M | Total historico 2022-2025: R$10.8M
Caoa,Outros,N/D,Nacional,789680000,78968000,3208075,0.8092,,LIE: R$3.7M | Rouanet: R$6.2M | Total historico 2022-2025: R$9.9M
Boticario,Outros,N/D,Nacional,938629061,93862906,3813181,0.8091,,LIE: R$2.7M | Rouanet: R$9.0M | Total historico 2022-2025: R$11.7M
Kaizen Gaming (Betano),Outros,N/D,Nacional,635716296,63571630,2582597,0.809,,LIE: R$5.3M | Rouanet: R$2.6M | Total historico 2022-2025: R$7.9M
Odontoprev,Outros,N/D,Nacional,810840907,81084091,3294041,0.809,,LIE: R$3.5M | Rouanet: R$6.7M | Total historico 2022-2025: R$10.1M
Grupo Samedil,Outros,N/D,Nacional,784284666,78428467,3186156,0.8089,,LIE: R$3.7M | Rouanet: R$6.1M | Total historico 2022-2025: R$9.8M
Caio Induscar,Outros,N/D,Nacional,822808970,82280897,3342661,0.8083,,LIE: R$3.2M | Rouanet: R$7.0M | Total historico 2022-2025: R$10.3M
Alianca Energia,Energia,N/D,Nacional,861563858,86156386,3500103,0.8082,,LIE: R$3.0M | Rouanet: R$7.8M | Total historico 2022-2025: R$10.8M
Gazin,Outros,N/D,Nacional,855435566,85543557,3475207,0.8078,,LIE: R$2.9M | Rouanet: R$7.8M | Total historico 2022-2025: R$10.7M
Ca Investimentos,Telecomunicações,N/D,Nacional,892000000,89200000,3623750,0.8077,,LIE: R$2.7M | Rouanet: R$8.4M | Total historico 2022-2025: R$11.2M
Sada,Outros,N/D,Nacional,778518528,77851853,3162732,0.8073,,LIE: R$3.3M | Rouanet: R$6.4M | Total historico 2022-2025: R$9.7M
Siemens,Indústria,N/D,Nacional,998000833,99800083,4054378,0.807,,LIE: R$2.1M | Rouanet: R$10.4M | Total historico 2022-2025: R$12.5M
Merck,Outros,N/D,Nacional,786892223,78689222,3196750,0.807,,LIE: R$3.2M | Rouanet: R$6.6M | Total historico 2022-2025: R$9.8M
Sicredi,Financeiro,N/D,Nacional,817746263,81774626,3322094,0.8066,,LIE: R$2.9M | Rouanet: R$7.3M | Total historico 2022-2025: R$10.2M
Kapitalo Investimentos,Telecomunicações,N/D,Nacional,836585784,83658578,3398630,0.8062,,LIE: R$2.7M | Rouanet: R$7.7M | Total historico 2022-2025: R$10.5M
Cimento Itambe,Outros,N/D,Nacional,807232934,80723293,3279384,0.8061,,LIE: R$2.9M | Rouanet: R$7.2M | Total historico 2022-2025: R$10.1M
Rhodia Brasil,Outros,N/D,Nacional,881642029,88164203,3581671,0.8059,,LIE: R$2.5M | Rouanet: R$8.6M | Total historico 2022-2025: R$11.0M
Zilor,Outros,N/D,Nacional,783732218,78373222,3183912,0.8058,,LIE: R$3.0M | Rouanet: R$6.8M | Total historico 2022-2025: R$9.8M
Grupo Nova Era,Outros,N/D,Nacional,785735515,78573552,3192051,0.8056,,LIE: R$2.9M | Rouanet: R$6.9M | Total historico 2022-2025: R$9.8M
Heineken,Alimentos e Bebidas,N/D,Nacional,921772328,92177233,3744700,0.8049,,LIE: R$2.1M | Rouanet: R$9.4M | Total historico 2022-2025: R$11.5M
C6 Bank,Outros,N/D,Nacional,738465680,73846568,3000017,0.8049,,LIE: R$3.1M | Rouanet: R$6.1M | Total historico 2022-2025: R$9.2M
Nortox,Outros,N/D,Nacional,753520000,75352000,3061175,0.8047,,LIE: R$3.0M | Rouanet: R$6.4M | Total historico 2022-2025: R$9.4M
Goodyear,Outros,N/D,Nacional,738880000,73888000,3001700,0.8047,,LIE: R$3.1M | Rouanet: R$6.2M | Total historico 2022-2025: R$9.2M
Drogaria Araujo,Outros,N/D,Nacional,727966414,72796641,2957364,0.8046,,LIE: R$3.1M | Rouanet: R$6.0M | Total historico 2022-2025: R$9.1M
Tetra Pak,Outros,N/D,Nacional,746110289,74611029,3031073,0.8041,,LIE: R$2.9M | Rouanet: R$6.4M | Total historico 2022-2025: R$9.3M
Grupo Slc,Outros,N/D,Nacional,794195877,79419588,3226421,0.804,,LIE: R$2.6M | Rouanet: R$7.3M | Total historico 2022-2025: R$9.9M
General Motors,Outros,N/D,Nacional,771640422,77164042,3134789,0.8039,,LIE: R$2.7M | Rouanet: R$6.9M | Total historico 2022-2025: R$9.6M
Claro,Telecomunicações,N/D,Nacional,808000000,80800000,3282500,0.8039,,LIE: R$2.5M | Rouanet: R$7.6M | Total historico 2022-2025: R$10.1M
Unisys,Outros,N/D,Nacional,745867821,74586782,3030088,0.8038,,LIE: R$2.9M | Rouanet: R$6.5M | Total historico 2022-2025: R$9.3M
Yamaha,Outros,N/D,Nacional,528755350,52875535,2148069,0.8035,,LIE: R$5.1M | Rouanet: R$1.5M | Total historico 2022-2025: R$6.6M
Nouryon,Outros,N/D,Nacional,883180560,88318056,3587921,0.8035,,LIE: R$2.1M | Rouanet: R$8.9M | Total historico 2022-2025: R$11.0M
Bic,Outros,N/D,Nacional,719203730,71920373,2921765,0.8034,,LIE: R$3.0M | Rouanet: R$6.0M | Total historico 2022-2025: R$9.0M
Grendene,Outros,N/D,Nacional,812683239,81268324,3301526,0.8033,,LIE: R$2.4M | Rouanet: R$7.8M | Total historico 2022-2025: R$10.2M
Bemisa,Outros,N/D,Nacional,745974711,74597471,3030522,0.8033,,LIE: R$2.8M | Rouanet: R$6.6M | Total historico 2022-2025: R$9.3M
Stone,Outros,N/D,Nacional,682656781,68265678,2773293,0.803,,LIE: R$3.2M | Rouanet: R$5.4M | Total historico 2022-2025: R$8.5M
Saneago,Outros,N/D,Nacional,538058314,53805831,2185862,0.803,,LIE: R$4.8M | Rouanet: R$1.9M | Total historico 2022-2025: R$6.7M
Lorenzetti,Outros,N/D,Nacional,736480000,73648000,2991950,0.8029,,LIE: R$2.8M | Rouanet: R$6.4M | Total historico 2022-2025: R$9.2M
Cosan,Outros,N/D,Nacional,703232297,70323230,2856881,0.8025,,LIE: R$2.9M | Rouanet: R$5.9M | Total historico 2022-2025: R$8.8M
Pfizer,Outros,N/D,Nacional,771055928,77105593,3132415,0.8024,,LIE: R$2.5M | Rouanet: R$7.2M | Total historico 2022-2025: R$9.6M
Magazine Luiza,Varejo,N/D,Nacional,834494510,83449451,3390134,0.8019,,LIE: R$2.1M | Rouanet: R$8.3M | Total historico 2022-2025: R$10.4M
Mineracao Belocal,Mineração e Siderurgia,N/D,Nacional,699837790,69983779,2843091,0.8017,,LIE: R$2.8M | Rouanet: R$6.0M | Total historico 2022-2025: R$8.7M
Ge,Outros,N/D,Nacional,687199733,68719973,2791749,0.8008,,LIE: R$2.7M | Rouanet: R$5.9M | Total historico 2022-2025: R$8.6M
Cedro Mineracao,Mineração e Siderurgia,N/D,Nacional,835367232,83536723,3393679,0.8008,,LIE: R$1.9M | Rouanet: R$8.5M | Total historico 2022-2025: R$10.4M
Farmabase,Outros,N/D,Nacional,687351967,68735197,2792367,0.8005,,LIE: R$2.7M | Rouanet: R$5.9M | Total historico 2022-2025: R$8.6M
Minasligas,Outros,N/D,Nacional,716857702,71685770,2912234,0.8005,,LIE: R$2.5M | Rouanet: R$6.5M | Total historico 2022-2025: R$9.0M
Jacto,Outros,N/D,Nacional,683390302,68339030,2776273,0.8002,,LIE: R$2.6M | Rouanet: R$5.9M | Total historico 2022-2025: R$8.5M
Fresenius,Outros,N/D,Nacional,697346138,69734614,2832969,0.7998,,LIE: R$2.5M | Rouanet: R$6.2M | Total historico 2022-2025: R$8.7M
Dhl Logistics,Logística,N/D,Nacional,674261384,67426138,2739187,0.7995,,LIE: R$2.6M | Rouanet: R$5.8M | Total historico 2022-2025: R$8.4M
Mip Engenharia,Outros,N/D,Nacional,639746576,63974658,2598970,0.7991,,LIE: R$2.8M | Rouanet: R$5.2M | Total historico 2022-2025: R$8.0M
Visa,Outros,N/D,Nacional,681999392,68199939,2770623,0.799,,LIE: R$2.4M | Rouanet: R$6.1M | Total historico 2022-2025: R$8.5M
Agraria,Outros,N/D,Nacional,706964679,70696468,2872044,0.7981,,LIE: R$2.2M | Rouanet: R$6.7M | Total historico 2022-2025: R$8.8M
Celeo,Outros,N/D,Nacional,749816599,74981660,3046130,0.7981,,LIE: R$2.0M | Rouanet: R$7.4M | Total historico 2022-2025: R$9.4M
Xs4 Capitalizacao,Outros,N/D,Nacional,657280000,65728000,2670200,0.7979,,LIE: R$2.4M | Rouanet: R$5.8M | Total historico 2022-2025: R$8.2M
Celesc,Outros,N/D,Nacional,667379997,66738000,2711231,0.7978,,LIE: R$2.3M | Rouanet: R$6.0M | Total historico 2022-2025: R$8.3M
Prudential,Outros,N/D,Nacional,810955276,81095528,3294506,0.7977,,LIE: R$1.7M | Rouanet: R$8.5M | Total historico 2022-2025: R$10.1M
Ademilar Consorcios,Outros,N/D,Nacional,564400000,56440000,2292875,0.7977,,LIE: R$3.1M | Rouanet: R$3.9M | Total historico 2022-2025: R$7.1M
Stihl Ferramentas,Outros,N/D,Nacional,627754649,62775465,2550253,0.7977,,LIE: R$2.6M | Rouanet: R$5.3M | Total historico 2022-2025: R$7.8M
Loga,Outros,N/D,Nacional,612495440,61249544,2488263,0.7977,,LIE: R$2.7M | Rouanet: R$5.0M | Total historico 2022-2025: R$7.7M
Cattalini Terminais Maritimos,Telecomunicações,N/D,Nacional,739861244,73986124,3005686,0.7975,,LIE: R$1.9M | Rouanet: R$7.3M | Total historico 2022-2025: R$9.2M
Picpay,Outros,N/D,Nacional,573600000,57360000,2330250,0.797,,LIE: R$2.9M | Rouanet: R$4.3M | Total historico 2022-2025: R$7.2M
Banco Master,Financeiro,N/D,Nacional,598713570,59871357,2432274,0.7969,,LIE: R$2.7M | Rouanet: R$4.8M | Total historico 2022-2025: R$7.5M
Mastercard,Outros,N/D,Nacional,536000000,53600000,2177500,0.7967,,LIE: R$3.2M | Rouanet: R$3.5M | Total historico 2022-2025: R$6.7M
Caixa,Financeiro,N/D,Nacional,814437534,81443753,3308652,0.7965,,LIE: R$1.5M | Rouanet: R$8.7M | Total historico 2022-2025: R$10.2M
Coca-Cola Solar,Alimentos e Bebidas,N/D,Nacional,668087038,66808704,2714104,0.7965,,LIE: R$2.2M | Rouanet: R$6.2M | Total historico 2022-2025: R$8.4M
Crefisa,Outros,N/D,Nacional,621657463,62165746,2525483,0.7962,,LIE: R$2.4M | Rouanet: R$5.4M | Total historico 2022-2025: R$7.8M
Inpasa,Outros,N/D,Nacional,449300529,44930053,1825283,0.7961,,LIE: R$4.2M | Rouanet: R$1.4M | Total historico 2022-2025: R$5.6M
Credit Suisse,Financeiro,N/D,Nacional,601915147,60191515,2445280,0.7951,,LIE: R$2.4M | Rouanet: R$5.2M | Total historico 2022-2025: R$7.5M
Rabobank Brasil,Outros,N/D,Nacional,669280000,66928000,2718950,0.795,,LIE: R$1.9M | Rouanet: R$6.4M | Total historico 2022-2025: R$8.4M
Giassi Supermercados,Outros,N/D,Nacional,596908741,59690874,2424942,0.7948,,LIE: R$2.3M | Rouanet: R$5.1M | Total historico 2022-2025: R$7.5M
Prati Donaduzzi,Outros,N/D,Nacional,578764650,57876465,2351231,0.7948,,LIE: R$2.5M | Rouanet: R$4.8M | Total historico 2022-2025: R$7.2M
Renovias,Outros,N/D,Nacional,581414070,58141407,2361995,0.7947,,LIE: R$2.4M | Rouanet: R$4.8M | Total historico 2022-2025: R$7.3M
Cabot Brasil,Outros,N/D,Nacional,587409600,58740960,2386352,0.7947,,LIE: R$2.4M | Rouanet: R$5.0M | Total historico 2022-2025: R$7.3M
Grupo Epr,Outros,N/D,Nacional,588862883,58886288,2392255,0.7946,,LIE: R$2.4M | Rouanet: R$5.0M | Total historico 2022-2025: R$7.4M
Aegon,Outros,N/D,Nacional,582358022,58235802,2365829,0.7946,,LIE: R$2.4M | Rouanet: R$4.9M | Total historico 2022-2025: R$7.3M
Emgepron,Outros,N/D,Nacional,800182612,80018261,3250742,0.7944,,LIE: R$1.4M | Rouanet: R$8.6M | Total historico 2022-2025: R$10.0M
Grupo Cymi,Outros,N/D,Nacional,550160000,55016000,2235025,0.7944,,LIE: R$2.6M | Rouanet: R$4.3M | Total historico 2022-2025: R$6.9M
Renault,Outros,N/D,Nacional,701708234,70170823,2850690,0.7941,,LIE: R$1.7M | Rouanet: R$7.1M | Total historico 2022-2025: R$8.8M
Usina Santa Isabel,Outros,N/D,Nacional,580862314,58086231,2359753,0.7939,,LIE: R$2.3M | Rouanet: R$4.9M | Total historico 2022-2025: R$7.3M
Consigaz,Outros,N/D,Nacional,590603336,59060334,2399326,0.7936,,LIE: R$2.2M | Rouanet: R$5.2M | Total historico 2022-2025: R$7.4M
Itb Equipamentos,Outros,N/D,Nacional,566359314,56635931,2300835,0.7935,,LIE: R$2.4M | Rouanet: R$4.7M | Total historico 2022-2025: R$7.1M
Eneva,Outros,N/D,Nacional,1084088634,108408863,4404110,0.7935,,LIE: R$0.8M | Rouanet: R$12.8M | Total historico 2022-2025: R$13.6M
Mckinsey,Outros,N/D,Nacional,573244174,57324417,2328804,0.7934,,LIE: R$2.3M | Rouanet: R$4.9M | Total historico 2022-2025: R$7.2M
Celulose Irani,Papel e Celulose,N/D,Nacional,551035754,55103575,2238583,0.7933,,LIE: R$2.4M | Rouanet: R$4.5M | Total historico 2022-2025: R$6.9M
Bosch,Indústria,N/D,Nacional,620135626,62013563,2519301,0.7932,,LIE: R$2.0M | Rouanet: R$5.8M | Total historico 2022-2025: R$7.8M
Ceee,Outros,N/D,Nacional,559184000,55918400,2271685,0.7929,,LIE: R$2.3M | Rouanet: R$4.7M | Total historico 2022-2025: R$7.0M
Zurich,Outros,N/D,Nacional,562062738,56206274,2283380,0.7925,,LIE: R$2.2M | Rouanet: R$4.8M | Total historico 2022-2025: R$7.0M
Chesf,Outros,N/D,Nacional,561200000,56120000,2279875,0.7924,,LIE: R$2.2M | Rouanet: R$4.8M | Total historico 2022-2025: R$7.0M
Cloudkwalk,Outros,N/D,Nacional,595979027,59597903,2421165,0.7924,,LIE: R$2.0M | Rouanet: R$5.4M | Total historico 2022-2025: R$7.4M
Absolute Investimentos,Telecomunicações,N/D,Nacional,529097546,52909755,2149459,0.7923,,LIE: R$2.5M | Rouanet: R$4.2M | Total historico 2022-2025: R$6.6M
Panco,Outros,N/D,Nacional,596503966,59650397,2423297,0.7921,,LIE: R$2.0M | Rouanet: R$5.5M | Total historico 2022-2025: R$7.5M
Cbc,Outros,N/D,Nacional,760901605,76090160,3091163,0.792,,LIE: R$1.3M | Rouanet: R$8.2M | Total historico 2022-2025: R$9.5M
Usina Sao Luiz,Outros,N/D,Nacional,562006558,56200656,2283152,0.7919,,LIE: R$2.2M | Rouanet: R$4.9M | Total historico 2022-2025: R$7.0M
Honda,Automotivo,N/D,Nacional,726230929,72623093,2950313,0.7917,,LIE: R$1.4M | Rouanet: R$7.7M | Total historico 2022-2025: R$9.1M
Coamo Agroindustrial Cooperativa,Outros,N/D,Nacional,586444000,58644400,2382429,0.7916,,LIE: R$2.0M | Rouanet: R$5.4M | Total historico 2022-2025: R$7.3M
Grupo Rendimento,Outros,N/D,Nacional,539528851,53952885,2191836,0.7903,,LIE: R$2.1M | Rouanet: R$4.7M | Total historico 2022-2025: R$6.7M
Tigre,Outros,N/D,Nacional,548115863,54811586,2226721,0.7894,,LIE: R$1.9M | Rouanet: R$4.9M | Total historico 2022-2025: R$6.9M
Magnesita,Outros,N/D,Nacional,520723869,52072387,2115441,0.7892,,LIE: R$2.1M | Rouanet: R$4.4M | Total historico 2022-2025: R$6.5M
Desenvolve Sp,Outros,N/D,Nacional,526720000,52672000,2139800,0.789,,LIE: R$2.0M | Rouanet: R$4.6M | Total historico 2022-2025: R$6.6M
Bunge,Outros,N/D,Nacional,521029165,52102916,2116681,0.7887,,LIE: R$2.0M | Rouanet: R$4.5M | Total historico 2022-2025: R$6.5M
Usina Colombo,Outros,N/D,Nacional,573433717,57343372,2329574,0.7885,,LIE: R$1.7M | Rouanet: R$5.5M | Total historico 2022-2025: R$7.2M
Ambipar,Outros,N/D,Nacional,371200000,37120000,1508000,0.7884,,LIE: R$3.5M | Rouanet: R$1.1M | Total historico 2022-2025: R$4.6M
Cteep,Outros,N/D,Nacional,551920000,55192000,2242175,0.7882,,LIE: R$1.7M | Rouanet: R$5.2M | Total historico 2022-2025: R$6.9M
Grupo Vipal,Outros,N/D,Nacional,500325469,50032547,2032572,0.7882,,LIE: R$2.1M | Rouanet: R$4.2M | Total historico 2022-2025: R$6.3M
Brasal,Outros,N/D,Nacional,494795629,49479563,2010107,0.7874,,LIE: R$2.0M | Rouanet: R$4.2M | Total historico 2022-2025: R$6.2M
Sooro,Outros,N/D,Nacional,556182534,55618253,2259492,0.7873,,LIE: R$1.6M | Rouanet: R$5.3M | Total historico 2022-2025: R$7.0M
Banestes,Outros,N/D,Nacional,494937624,49493762,2010684,0.7871,,LIE: R$2.0M | Rouanet: R$4.2M | Total historico 2022-2025: R$6.2M
Supergasbras,Outros,N/D,Nacional,463421366,46342137,1882649,0.787,,LIE: R$2.2M | Rouanet: R$3.6M | Total historico 2022-2025: R$5.8M
Qi Tech,Outros,N/D,Nacional,412936730,41293673,1677555,0.787,,LIE: R$2.7M | Rouanet: R$2.5M | Total historico 2022-2025: R$5.2M
Jad Zogheib E Cia,Outros,N/D,Nacional,492219650,49221965,1999642,0.7869,,LIE: R$1.9M | Rouanet: R$4.2M | Total historico 2022-2025: R$6.2M
Technip,Outros,N/D,Nacional,513392091,51339209,2085655,0.7865,,LIE: R$1.8M | Rouanet: R$4.6M | Total historico 2022-2025: R$6.4M
Savegnago Supermercados,Outros,N/D,Nacional,500775022,50077502,2034399,0.7865,,LIE: R$1.8M | Rouanet: R$4.4M | Total historico 2022-2025: R$6.3M
Aurora Alimentos,Outros,N/D,Nacional,604461824,60446182,2455626,0.7863,,LIE: R$1.3M | Rouanet: R$6.2M | Total historico 2022-2025: R$7.6M
Petronas,Petróleo e Gás,N/D,Nacional,650875328,65087533,2644181,0.7862,,LIE: R$1.1M | Rouanet: R$7.0M | Total historico 2022-2025: R$8.1M
Igc Partners,Outros,N/D,Nacional,492135430,49213543,1999300,0.7861,,LIE: R$1.9M | Rouanet: R$4.3M | Total historico 2022-2025: R$6.2M
Sulgas,Outros,N/D,Nacional,485680000,48568000,1973075,0.7858,,LIE: R$1.9M | Rouanet: R$4.2M | Total historico 2022-2025: R$6.1M
Ache Laboratorios,Outros,N/D,Nacional,494088186,49408819,2007233,0.7857,,LIE: R$1.8M | Rouanet: R$4.4M | Total historico 2022-2025: R$6.2M
Banco Alfa,Financeiro,N/D,Nacional,488318480,48831848,1983794,0.7856,,LIE: R$1.8M | Rouanet: R$4.3M | Total historico 2022-2025: R$6.1M
Supermercados Comper,Outros,N/D,Nacional,496637661,49663766,2017590,0.7853,,LIE: R$1.7M | Rouanet: R$4.5M | Total historico 2022-2025: R$6.2M
Cpx Distribuidora,Petróleo e Gás,N/D,Nacional,377600000,37760000,1534000,0.7852,,LIE: R$2.8M | Rouanet: R$1.9M | Total historico 2022-2025: R$4.7M
Metso,Outros,N/D,Nacional,512562845,51256284,2082287,0.7849,,LIE: R$1.6M | Rouanet: R$4.8M | Total historico 2022-2025: R$6.4M
Banco Modal,Financeiro,N/D,Nacional,468522155,46852216,1903371,0.7848,,LIE: R$1.9M | Rouanet: R$4.0M | Total historico 2022-2025: R$5.9M
Ibiuna Investimentos,Telecomunicações,N/D,Nacional,442400000,44240000,1797250,0.7844,,LIE: R$2.0M | Rouanet: R$3.5M | Total historico 2022-2025: R$5.5M
Galvani,Outros,N/D,Nacional,532735701,53273570,2164239,0.7843,,LIE: R$1.4M | Rouanet: R$5.2M | Total historico 2022-2025: R$6.7M
Cropchem,Outros,N/D,Nacional,404298180,40429818,1642461,0.7842,,LIE: R$2.3M | Rouanet: R$2.8M | Total historico 2022-2025: R$5.1M
Machado Meyer,Outros,N/D,Nacional,634034163,63403416,2575764,0.7842,,LIE: R$1.1M | Rouanet: R$6.9M | Total historico 2022-2025: R$7.9M
Genoa Capital,Outros,N/D,Nacional,484000000,48400000,1966250,0.784,,LIE: R$1.7M | Rouanet: R$4.4M | Total historico 2022-2025: R$6.0M
Lwart,Outros,N/D,Nacional,478464996,47846500,1943764,0.7839,,LIE: R$1.7M | Rouanet: R$4.3M | Total historico 2022-2025: R$6.0M
Ppg,Outros,N/D,Nacional,414759522,41475952,1684961,0.7838,,LIE: R$2.1M | Rouanet: R$3.0M | Total historico 2022-2025: R$5.2M
Bain & Company,Outros,N/D,Nacional,474557680,47455768,1927891,0.7837,,LIE: R$1.7M | Rouanet: R$4.2M | Total historico 2022-2025: R$5.9M
Arezzo,Outros,N/D,Nacional,310726614,31072661,1262327,0.7834,,LIE: R$3.4M | Rouanet: R$0.4M | Total historico 2022-2025: R$3.9M
