nome_empresa,setor,uf_sede,regiao_sede,faturamento_anual,lucro_liquido,potencial_investimento,score_empresa,site,descricao
Dismotor Comercio De Motores Eletricos Ltda,Outros,N/D,Nacional,23495410,2349541,95450,0.3341,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
2S Inovacoes Tecnologicas,Outros,N/D,Nacional,23200000,2320000,94250,0.3338,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Super Kuchak,Outros,N/D,Nacional,23108000,2310800,93876,0.3337,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Concessionaria Das Rodovias Do Leste Ms S.A.,Outros,N/D,Nacional,23133671,2313367,93981,0.3337,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Copacol-Cooperativa Agroindustrial Consolata,Outros,N/D,Nacional,22991306,2299131,93402,0.3336,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Clariant,Outros,N/D,Nacional,22960000,2296000,93275,0.3335,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Naspers,Outros,N/D,Nacional,22870266,2287027,92910,0.3334,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Beckhauser Industria E Comercio De Malhas Ltda,Outros,N/D,Nacional,22879065,2287906,92946,0.3334,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Ciscre,Outros,N/D,Nacional,22800000,2280000,92625,0.3334,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Sidersul,Outros,N/D,Nacional,22800000,2280000,92625,0.3334,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Marluvas Calcados,Outros,N/D,Nacional,22800000,2280000,92625,0.3334,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Gsl Metalurgica S/A,Outros,N/D,Nacional,22787334,2278733,92574,0.3333,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
K3 Net,Outros,N/D,Nacional,22480000,2248000,91325,0.333,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Dohler Antonio Prado Ltda,Outros,N/D,Nacional,22520000,2252000,91488,0.333,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Rochester,Outros,N/D,Nacional,22438000,2243800,91154,0.3329,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Administradora De Bens De Infraestrutura S.A.,Outros,N/D,Nacional,22446587,2244659,91189,0.3329,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Itpac,Outros,N/D,Nacional,22400000,2240000,91000,0.3329,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Car House,Outros,N/D,Nacional,22400000,2240000,91000,0.3329,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Grupo Onet,Outros,N/D,Nacional,22400000,2240000,91000,0.3329,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Concessionaria Rodovias Do Cafe Spe S.A.,Outros,N/D,Nacional,22400000,2240000,91000,0.3329,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Tecipar Engenharia E Meio Ambiente Ltda.,Outros,N/D,Nacional,22400000,2240000,91000,0.3329,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Trimais Supermercados S/A,Outros,N/D,Nacional,22423713,2242371,91096,0.3329,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Mitsubishi,Outros,N/D,Nacional,22400000,2240000,91000,0.3329,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Usina Central De Parana Sa Agric Ind E Com,Outros,N/D,Nacional,22363750,2236375,90853,0.3328,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Cronimet,Outros,N/D,Nacional,22359978,2235998,90837,0.3328,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Nova Frota,Outros,N/D,Nacional,22280000,2228000,90512,0.3327,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Eucatex,Outros,N/D,Nacional,22000000,2200000,89375,0.3324,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Ask Do Brasil Componentes De Audio E Comunicacao Ltda.,Outros,N/D,Nacional,21760000,2176000,88400,0.3321,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Grupo Ferronorte,Outros,N/D,Nacional,21680000,2168000,88075,0.332,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Selt Engenharia Ltda,Outros,N/D,Nacional,21703114,2170311,88169,0.332,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Memphis,Outros,N/D,Nacional,21600000,2160000,87750,0.3319,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Arrozeira Pelotas,Outros,N/D,Nacional,21600000,2160000,87750,0.3319,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Grupo Cep Energia,Energia,N/D,Nacional,21600000,2160000,87750,0.3319,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Grupo Bcs,Outros,N/D,Nacional,21492351,2149235,87313,0.3318,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Kelldrin Industrial Ltda,Outros,N/D,Nacional,21533389,2153339,87479,0.3318,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Artely,Outros,N/D,Nacional,21360000,2136000,86775,0.3316,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Hospital Care,Outros,N/D,Nacional,21376000,2137600,86840,0.3316,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Inca Tecnologia,Outros,N/D,Nacional,21200000,2120000,86125,0.3314,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Cecoti Food Service,Outros,N/D,Nacional,21167677,2116768,85994,0.3314,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Cia. Produtores,Outros,N/D,Nacional,21200000,2120000,86125,0.3314,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Cegonha Eventos E Producoes Ltda,Outros,N/D,Nacional,20880000,2088000,84825,0.331,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Suspentech Industria De Componentes Automotivos Ltda,Outros,N/D,Nacional,20800000,2080000,84500,0.3309,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Comjol,Outros,N/D,Nacional,20800000,2080000,84500,0.3309,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Bauko Maquina,Outros,N/D,Nacional,20800000,2080000,84500,0.3309,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Olvego Oleos Vegetais De Goias Ltda,Outros,N/D,Nacional,20800000,2080000,84500,0.3309,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Inapel,Outros,N/D,Nacional,20785107,2078511,84440,0.3309,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Palmitrac Palmeira Das Missoes Tratores Ltda,Outros,N/D,Nacional,20777520,2077752,84409,0.3309,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Tecnova Solucoes Ltda.,Outros,N/D,Nacional,20800000,2080000,84500,0.3309,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Jlx Mineracao S/A,Mineração e Siderurgia,N/D,Nacional,20570880,2057088,83569,0.3306,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Galena,Outros,N/D,Nacional,20421800,2042180,82964,0.3304,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Prontomed Planos De Saude Ltda,Saúde,N/D,Nacional,20400000,2040000,82875,0.3304,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Redutores Ibr Ltda.,Outros,N/D,Nacional,20400000,2040000,82875,0.3304,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Axxo Construtora Ltda,Outros,N/D,Nacional,20183200,2018320,81994,0.3301,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Nybc,Outros,N/D,Nacional,20080000,2008000,81575,0.33,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Backstage,Logística,N/D,Nacional,20116751,2011675,81724,0.33,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Bobst,Outros,N/D,Nacional,20000000,2000000,81250,0.3299,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Br Media Group,Outros,N/D,Nacional,20000000,2000000,81250,0.3299,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Cobasi,Outros,N/D,Nacional,20000000,2000000,81250,0.3299,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Grupo Skf,Outros,N/D,Nacional,20000000,2000000,81250,0.3299,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Guardian,Outros,N/D,Nacional,20000000,2000000,81250,0.3299,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Aksell Nutrition Ltda,Outros,N/D,Nacional,20000000,2000000,81250,0.3299,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Clc Construtora,Outros,N/D,Nacional,20000000,2000000,81250,0.3299,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Philip Morris,Outros,N/D,Nacional,20000000,2000000,81250,0.3299,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Omnibees,Outros,N/D,Nacional,20000000,2000000,81250,0.3299,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Zakat Distribuidora De Cosmeticos Ltda,Petróleo e Gás,N/D,Nacional,20000000,2000000,81250,0.3299,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Hospital Santa Lucia,Outros,N/D,Nacional,19987564,1998756,81199,0.3299,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Fenix Agro,Outros,N/D,Nacional,20000000,2000000,81250,0.3299,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Merial,Outros,N/D,Nacional,20000000,2000000,81250,0.3299,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Agropecuaria Marata Ltda.,Outros,N/D,Nacional,20000000,2000000,81250,0.3299,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Grupo Sao Braz,Outros,N/D,Nacional,20000000,2000000,81250,0.3299,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Carai Empreendimentos Ltda.,Outros,N/D,Nacional,20000000,2000000,81250,0.3299,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Fermac Cargo Consultoria E Assessoria Em Transportes Ltda,Outros,N/D,Nacional,19930459,1993046,80967,0.3298,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Fns Comercio E Importacao Ltda,Outros,N/D,Nacional,19713954,1971395,80088,0.3295,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Distribuidora Francisco Ikeda,Petróleo e Gás,N/D,Nacional,19680000,1968000,79950,0.3294,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
A. Raymond,Outros,N/D,Nacional,19600000,1960000,79625,0.3293,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Besni,Outros,N/D,Nacional,19600000,1960000,79625,0.3293,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Unimed Do Estado De Sao Paulo - Federacao Estadual Das Cooperativas Medicas,Saúde,N/D,Nacional,19398802,1939880,78808,0.3291,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Bravo Caminhoes,Outros,N/D,Nacional,19200000,1920000,78000,0.3288,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Gujao Alimentos S/A,Outros,N/D,Nacional,19200000,1920000,78000,0.3288,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Terminal 39,Outros,N/D,Nacional,19200000,1920000,78000,0.3288,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Diniz Defensivos,Outros,N/D,Nacional,19197784,1919778,77991,0.3288,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Id Do Brasil Logistica Ltda,Logística,N/D,Nacional,19200000,1920000,78000,0.3288,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Le Creuset Do Brasil Ltda,Outros,N/D,Nacional,19185453,1918545,77941,0.3288,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Eventim,Telecomunicações,N/D,Nacional,19200000,1920000,78000,0.3288,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Chemtrade Logistics,Logística,N/D,Nacional,19120000,1912000,77675,0.3287,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Super Benedetti,Outros,N/D,Nacional,19154339,1915434,77814,0.3287,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Fertilizantes Santa Catarina Ltda,Outros,N/D,Nacional,19169648,1916965,77877,0.3287,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Schmersal,Outros,N/D,Nacional,19004007,1900401,77204,0.3285,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
"Cora Sociedade De Credito, Financiamento E Investimento S.A.",Financeiro,N/D,Nacional,18960000,1896000,77025,0.3285,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Mazzotini Advogados,Outros,N/D,Nacional,18940000,1894000,76944,0.3284,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Cataratas,Outros,N/D,Nacional,18880000,1888000,76700,0.3283,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Grupo Soma Hospitalar,Outros,N/D,Nacional,18840000,1884000,76538,0.3283,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Ntconsult Tecnologia E Consultoria Ltda,Outros,N/D,Nacional,18880000,1888000,76700,0.3283,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Sergas,Outros,N/D,Nacional,18800000,1880000,76375,0.3282,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Inagro,Outros,N/D,Nacional,18803600,1880360,76390,0.3282,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
"Solis Distribuidora De Produtos Para A Saude, Servicos Comerciais E Logistica Ltda",Petróleo e Gás,N/D,Nacional,18680410,1868041,75889,0.3281,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Cesbe Engenharia,Outros,N/D,Nacional,18720000,1872000,76050,0.3281,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Excelsior Alimentos,Outros,N/D,Nacional,18720000,1872000,76050,0.3281,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Espumatec Industria E Comercio De Componentes Em Poliuretano Ltda,Outros,N/D,Nacional,18541063,1854106,75323,0.3279,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Grupo G10,Outros,N/D,Nacional,18400000,1840000,74750,0.3277,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Best Beef,Outros,N/D,Nacional,18400000,1840000,74750,0.3277,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Goshme Solucoes Para A Internet Ltda,Outros,N/D,Nacional,18400000,1840000,74750,0.3277,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Jatai Energetica,Outros,N/D,Nacional,18168845,1816884,73811,0.3273,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Sinalisa Seguranca Viaria Ltda.,Outros,N/D,Nacional,18104476,1810448,73549,0.3272,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Marajo Bella Via Automoveis Ltda,Outros,N/D,Nacional,18000000,1800000,73125,0.3271,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Susin Francescutti Metalurgica Ltda,Outros,N/D,Nacional,18000000,1800000,73125,0.3271,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Makrodal,Outros,N/D,Nacional,17920000,1792000,72800,0.327,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Bw Energy,Outros,N/D,Nacional,17981026,1798103,73048,0.327,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Db1 Group,Outros,N/D,Nacional,17921374,1792137,72806,0.327,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Cambai Industria De Sementes Ltda.,Outros,N/D,Nacional,17760000,1776000,72150,0.3267,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Ceditop Produtos Opticos Ltda,Outros,N/D,Nacional,17680000,1768000,71825,0.3266,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Montecitrus Participacoes Ltda.,Outros,N/D,Nacional,17680000,1768000,71825,0.3266,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Dican Comercio Exterior Ltda,Outros,N/D,Nacional,17680000,1768000,71825,0.3266,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Wells Co,Outros,N/D,Nacional,17600000,1760000,71500,0.3265,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Pastorinho Supermercados,Outros,N/D,Nacional,17600000,1760000,71500,0.3265,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Kroma Energia,Energia,N/D,Nacional,17600000,1760000,71500,0.3265,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Guascor,Outros,N/D,Nacional,17645120,1764512,71683,0.3265,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Concais S/A,Outros,N/D,Nacional,17600000,1760000,71500,0.3265,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Artvac Embalagens,Outros,N/D,Nacional,17600000,1760000,71500,0.3265,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Grupo Vale Do Verde,Mineração e Siderurgia,RJ,Sudeste,17520000,1752000,71175,0.3264,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Via Bebidas Ltda,Outros,N/D,Nacional,17520000,1752000,71175,0.3264,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
"Lmg Lasers - Fabricacao, Comercio, Importacao E Exportacao Ltda",Outros,N/D,Nacional,17433499,1743350,70824,0.3262,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Cedro Textil,Outros,N/D,Nacional,17200000,1720000,69875,0.3259,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Franklin Templeton Investimentos,Telecomunicações,N/D,Nacional,17200000,1720000,69875,0.3259,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Comercial Mariano,Outros,N/D,Nacional,17190450,1719045,69836,0.3259,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Metagal,Logística,N/D,Nacional,17200000,1720000,69875,0.3259,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Venac Veiculos Nacionais Limitada,Outros,N/D,Nacional,17200000,1720000,69875,0.3259,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Companhia Minuano De Alimentos,Outros,N/D,Nacional,17200000,1720000,69875,0.3259,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Casa Valduga - Vinhos Finos Ltda.,Outros,N/D,Nacional,17200000,1720000,69875,0.3259,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Hsa Paineis,Outros,N/D,Nacional,17070560,1707056,69349,0.3257,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Hp Brasil,Outros,N/D,Nacional,17040000,1704000,69225,0.3256,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Cagepa,Outros,N/D,Nacional,16800000,1680000,68250,0.3252,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Bringer Do Brasil Agenciamento De Cargas Nacionais E Internacionais Ltda,Outros,N/D,Nacional,16749080,1674908,68043,0.3252,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Confepar Agro-Industrial Ltda,Outros,N/D,Nacional,16800000,1680000,68250,0.3252,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Arquitetura Do Som,Outros,N/D,Nacional,16800080,1680008,68250,0.3252,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Lojas Afubra,Outros,N/D,Nacional,16800000,1680000,68250,0.3252,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Starligas,Outros,N/D,Nacional,16800000,1680000,68250,0.3252,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Emova Comercio De Veiculos Ltda,Outros,N/D,Nacional,16722760,1672276,67936,0.3251,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Natcofarma Do Brasil Ltda,Outros,N/D,Nacional,16718915,1671892,67921,0.3251,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
"Promex Mais Comercio, Importacao E Exportacao Ltda",Outros,N/D,Nacional,16560000,1656000,67275,0.3249,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Ovos Avine,Outros,N/D,Nacional,16560800,1656080,67278,0.3249,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Jr Comercio De Cimento E Concreto Ltda,Outros,N/D,Nacional,16600000,1660000,67438,0.3249,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
"Pacifil Brasil- Industria , Comercio, Importacao E Exportacao De Silos Plasticos Ltda",Outros,N/D,Nacional,16528000,1652800,67145,0.3248,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Adina Textil,Outros,N/D,Nacional,16480000,1648000,66950,0.3247,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Industria E Comercio De Farinha Jagua Ltda.,Outros,N/D,Nacional,16376026,1637603,66528,0.3246,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Bali Brasilia Automoveis Ltda,Outros,N/D,Nacional,16400000,1640000,66625,0.3246,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Apis Flora Industrial E Comercial Ltda,Outros,N/D,Nacional,16277134,1627713,66126,0.3244,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Michaelpage,Outros,N/D,Nacional,16240020,1624002,65975,0.3243,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Ricefer Equipamentos Inox Ltda,Outros,N/D,Nacional,16069350,1606935,65282,0.3241,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Studio Z,Outros,N/D,Nacional,16080000,1608000,65325,0.3241,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Norte Lumi Industria E Comercio De Metais Ltda.,Outros,N/D,Nacional,16080000,1608000,65325,0.3241,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Colegio Vital Brazil Ltda,Outros,N/D,Nacional,16080000,1608000,65325,0.3241,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Granterra,Outros,N/D,Nacional,16000000,1600000,65000,0.324,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
B.F. Servicos Ambientais Ltda,Outros,N/D,Nacional,16000000,1600000,65000,0.324,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Cj Selecta,Outros,N/D,Nacional,16000000,1600000,65000,0.324,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Greenyellow,Outros,N/D,Nacional,16000000,1600000,65000,0.324,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Rexnord,Outros,N/D,Nacional,16000000,1600000,65000,0.324,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Planova,Outros,N/D,Nacional,16000000,1600000,65000,0.324,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Gramado Parks,Outros,N/D,Nacional,16000000,1600000,65000,0.324,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Crefaz Sociedade De Credito Ao Microempreendedor E A Empresa De Pequeno Porte S.A.,Financeiro,N/D,Nacional,16000000,1600000,65000,0.324,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Amil,Saúde,N/D,Nacional,16000000,1600000,65000,0.324,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Megamix Distribuidora Ltda,Petróleo e Gás,N/D,Nacional,16050562,1605056,65205,0.324,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
