processo,proponente,nome_projeto,sli,manifestacao,modalidade_esportiva,cnpj,municipio,uf,regiao,valor_aprovado,valor_captado,saldo_disponivel,percentual_captado,data_publicacao,data_inicio_captacao,data_fim_captacao,ano_aprovacao,status,score_prioridade,is_real
71000.064106/2024-65,Sociedade Esportiva e Recreativa AJAP,Futebol Feminino no AJAP - ano 01,2404103,Rendimento,Futebol,83.524.082/0001-09,,SC,Sul,229200.0,0.0,229200.0,0.0,2024-12-23,2024-12-23,2026-12-04,2024,Captando,0.88,True
71000.063532/2024-81,Associacao de Pais e Atletas de Natacao WS CRB,Formando Atletas,2403924,Rendimento,Natação,35.697.264/0001-20,,PR,Sul,282581.25,0.0,282581.25,0.0,2024-12-20,2024-12-20,2026-12-04,2024,Captando,0.88,True
71000.053651/2024-26,Associacao Soberano Futsal Sarandiense,Soberano Somos Todos,2402947,Rendimento,Futsal,42.653.589/0001-77,Sarandi,RS,Sul,421660.68,0.0,421660.68,0.0,2024-10-09,2024-10-09,2026-10-01,2024,Captando,0.88,True
71000.049751/2024-58,Associação Pilotos Amadores,"""Um Centésimo""",2402649,Rendimento,Outros,31.672.691/0001-01,Pelotas,RS,Sul,725152.0,0.0,725152.0,0.0,2024-09-27,2024-09-27,2026-09-09,2024,Captando,0.88,True
71000.053953/2024-02,Clã Delfos,Performance Trail,2402991,Rendimento,Corrida de Aventura,19.211.689/0001-21,Sete Lagoas,MG,Sudeste,235506.08,0.0,235506.08,0.0,2024-10-11,2024-10-11,2026-10-01,2024,Captando,0.88,True
71000.063495/2024-10,Real Colombo Futebol Clube,Formação e Base Colombo Futsal,2403906,Rendimento,Futsal,08.402.025/0001-23,,PR,Sul,293734.75,0.0,293734.75,0.0,2025-02-12,2025-02-12,2026-12-04,2025,Captando,0.88,True
71000.054870/2024-22,Liga Desportiva Vale do São Patricio,Copa Vale São Patrício,2403078,Rendimento,Futebol/Futebol 7 Society,42.633.229/0001-03,Rubiataba,GO,Centro-Oeste,164088.9,0.0,164088.9,0.0,2024-10-11,2024-10-11,2026-10-01,2024,Captando,0.88,True
71000.051612/2024-94,Associação Mountain Bike BH de Ciclismo,Conquista Paraciclistica,2402783,Rendimento,Paraciclismo,09.222.540/0001-94,Belo Horizonte,MG,Sudeste,514920.44,0.0,514920.44,0.0,2024-10-23,2024-10-23,2026-09-09,2024,Captando,0.88,True
71000.062521/2024-84,"ONG – Esporte, Qualidade de Vida e Inclusão Social",Talentos da Base,2403711,Rendimento,Futebol,10.566.488/0001-72,,SP,Sudeste,411690.15,0.0,411690.15,0.0,2025-01-06,2025-01-06,2026-12-04,2025,Captando,0.88,True
71000.037514/2024-44,Escultur Associação de Esporte Cultura E Turismo,Participação da Equipe Escultur no Campeonato Brasileiro de DRIFT,2401116,Rendimento,Outros,09.618.698/0001-88,,SC,Sul,313043.22,0.0,313043.22,0.0,2025-01-22,2025-01-22,2026-11-11,2025,Captando,0.88,True
71000.048647/2024-46,Federação Paranaense de Taekwondo,Alta Performance Taekwondo Paranaense - Colete Eletrônico,2402561,Rendimento,e Olímpico Taekwondo K,80.064.116/0001-23,Londrina,PR,Sul,379421.07,0.0,379421.07,0.0,2024-10-18,2024-10-18,2026-10-01,2024,Captando,0.88,True
71000.034781/2024-60,Associacao Esportiva Tsuru,Futebol de Campo Feminino,2401008,Rendimento,Futebol,35.364.707/0001-61,Londrina,PR,Sul,1350143.95,0.0,1350143.95,0.0,2024-07-24,2024-07-24,2026-07-08,2024,Captando,0.88,True
71000.056613/2024-25,Associacao Catarinense de Esporte de Forca,Campeonato Mundial de Powerlifting 2025,2403260,Rendimento,Levantamento Terra/Outros,09.329.561/0001-03,Camboriú,SC,Sul,127636.45,0.0,127636.45,0.0,2024-11-22,2024-11-22,2026-10-14,2024,Captando,0.88,True
71000.034695/2024-57,Associação Aventura Especial,Mulheres no Esporte 2,2400969,Rendimento,Outros,06.119.406/0001-74,São Paulo,SP,Sudeste,2659325.0,0.0,2659325.0,0.0,2024-07-17,2024-07-17,2026-07-08,2024,Captando,0.88,True
71000.061620/2024-49,Associacao Escolinha Cometal,Associacao Escolinha Cometal,2403611,Rendimento,Futebol/Futsal_x000D_,50.368.494/0001-30,,SP,Sudeste,396311.37,0.0,396311.37,0.0,2025-03-12,2025-03-12,2026-11-11,2025,Captando,0.88,True
71000.061618/2024-70,Associacao dos Pilotos de Rental Kart Brasília,Squadra Zero61-NKR,2403609,Rendimento,Kart,45.457.377/0001-02,,DF,Centro-Oeste,157940.0,0.0,157940.0,0.0,2024-12-04,2024-12-04,2026-11-11,2024,Captando,0.88,True
71000.038718/2024-01,Associacao Desportiva e Cultural de Chapadão do Sul,Voleibol Chapadão do Sul,2401145,Rendimento,Vôlei de quadra,44.492.272/0001-21,Chapadão do Sul,MT,Centro-Oeste,562872.43,0.0,562872.43,0.0,2024-08-21,2024-08-21,2026-08-12,2024,Captando,0.88,True
71000.053607/2024-16,Instituto ASR - Alfenas Siqueira Racing,Copa HB20,2402927,Rendimento,Outros,18.841.533/0001-61,Cascavel,PR,Sul,491174.25,0.0,491174.25,0.0,2024-10-11,2024-10-11,2026-10-01,2024,Captando,0.88,True
71000.014421/2024-41,Associacao Esportiva Floresta,Escolinha do Floresta,2400498,Rendimento,Futebol,82.750.324/0001-01,Pomerode,SC,Sul,351368.5,0.0,351368.5,0.0,2024-10-16,2024-10-16,2026-10-01,2024,Captando,0.88,True
71000.036474/2024-13,Associacao Beneficente Giuliano Esporte Clube,Equipes de Handebol - ABGEC,2401080,Rendimento,Handebol Indoor,07.968.828/0001-87,Teresina,PI,Nordeste,1558000.23,0.0,1558000.23,0.0,2024-07-19,2024-07-19,2026-07-08,2024,Captando,0.88,True
71000.063523/2024-91,Associação Marcos Mercadante de Judô,Kimono de Ouro Educacional II,2403976,Rendimento,Judô,01.256.094/0001-27,,SP,Sudeste,427274.54,0.0,427274.54,0.0,2024-12-13,2024-12-13,2026-12-04,2024,Captando,0.88,True
71000.049136/2024-41,Associacao Desportiva Águia Clube Jequié (ADACJ),Futebol de Base Social Recreativo e Social de Rendimento,2402578,Rendimento,Futebol,33.585.633/0001-68,Jequié,BA,Nordeste,642497.96,0.0,642497.96,0.0,2024-11-06,2024-11-06,2026-09-09,2024,Captando,0.88,True
71000.035639/2024-30,Associacao Brasileira de Foot Table,Mundial Foot Table,2401053,Rendimento,Futebol de Mesa,44.343.552/0001-78,São Paulo,SP,Sudeste,1465548.0,0.0,1465548.0,0.0,2024-07-12,2024-07-12,2026-07-08,2024,Captando,0.88,True
71000.056322/2024-37,Associacao Regional de Basketball de São Jose do Rio Preto,ARBA Master,2403196,Rendimento,Basquete,04.310.336/0001-01,São José do Rio Preto,SP,Sudeste,235280.0,0.0,235280.0,0.0,2024-10-31,2024-10-31,2026-10-14,2024,Captando,0.88,True
71000.057766/2024-90,Conclave Médico Desportivo Cultural,Apoio ao esporte universitário Medicina UFMG,2403318,Rendimento,Basquete/Futebol/Handebol Indoor/Judô/Tênis de Mesa/Vôlei de quadra/Futsal/Jiu Jitsu,06.293.295/0001-18,Belo Horizonte,MG,Sudeste,306911.77,0.0,306911.77,0.0,2024-11-22,2024-11-22,2026-10-30,2024,Captando,0.88,True
71000.034747/2024-95,ONG Target TRI,ONG TARGET TRI,2400993,Rendimento,Thiathlon/Natação/Outros_x000D_,40.103.065/0001-87,São Paulo,SP,Sudeste,1245624.24,0.0,1245624.24,0.0,2024-07-24,2024-07-24,2026-07-08,2024,Captando,0.88,True
71000.055815/2024-50,Associação Futsal São Lourenço,Futsal SLO Categorias de Base,2403145,Rendimento,Futsal,15.013.838/0001-97,São Lourenço do Oeste,SC,Sul,292081.6,0.0,292081.6,0.0,2024-10-25,2024-10-25,2026-10-14,2024,Captando,0.88,True
71000.035627/2024-13,Liga de Basquete Feminino,Liga de Basquete Feminino - LBF - Ano II,2401044,Rendimento,Basquete,12.382.129/0001-90,Americana,SP,Sudeste,1930288.5,0.0,1930288.5,0.0,2024-07-12,2024-07-12,2026-07-08,2024,Captando,0.88,True
71000.058506/2024-31,Associacao Atlética Acadêmica Euryclides Zerbini,Medicina Rio Preto na Pré-Intermed,2403401,Rendimento,Basquete/Futebol/Judô/Tênis/Tênis de Mesa/Natação/Outros,03.032.538/0001-76,,SP,Sudeste,176906.52,0.0,176906.52,0.0,2024-12-11,2024-12-11,2026-10-30,2024,Captando,0.88,True
71000.035354/2024-07,Club Athletico Paulistano,MultiCAP,2401027,Rendimento,Badminton/Basquete/Esgrima/Ginástica de Trampolim/Judô/Polo Aquático_x000D_,60.927.472/0001-16,São Paulo,SP,Sudeste,1053360.0,0.0,1053360.0,0.0,2024-07-17,2024-07-17,2026-07-08,2024,Captando,0.88,True
71000.038169/2024-66,Associação Petrolinense de Atletismo,Elite olímpico e paralímpico de corrida de rua,2401125,Rendimento,Atletismo,08.156.463/0001-59,Petrolina,PE,Nordeste,2473267.84,0.0,2473267.84,0.0,2024-07-12,2024-07-12,2026-07-08,2024,Captando,0.88,True
71000.043882/2024-21,Osvaldo Cruz Futebol Clube,Formando Talentos Gerando Oportunidades,2402087,Rendimento,Futebol,06.171.743/0001-00,,SP,Sudeste,653123.86,0.0,653123.86,0.0,2024-12-11,2024-12-11,2026-08-12,2024,Captando,0.88,True
71000.039333/2024-52,Instituto Marcílio Dias,Formação de Atletas não Profissionais - II Edição,2401201,Rendimento,Futebol,13.590.434/0001-30,Itajaí,SC,Sul,813122.0,0.0,813122.0,0.0,2024-09-04,2024-09-04,2026-08-12,2024,Captando,0.88,True
71000.062577/2024-39,AGITH - Associação de Ginástica Di Thiene de Pais e Mestres,Projeto Formando Campeões (1),2403754,Rendimento,Ginástica Artística,71.534.580/0001-45,,SP,Sudeste,343154.7,0.0,343154.7,0.0,2024-12-11,2024-12-11,2026-12-04,2024,Captando,0.88,True
71000.062578/2024-83,AGITH - Associação de Ginástica Di Thiene de Pais e Mestres,Projeto Formando Campeões (2),2403755,Rendimento,Ginástica Artística,71.534.580/0001-45,,SP,Sudeste,481481.7,0.0,481481.7,0.0,2024-12-11,2024-12-11,2026-12-04,2024,Captando,0.88,True
71000.034692/2024-13,Instituto Mirtillo Trombini,"Novos Tempos; Novos Rumos""",2400964,Rendimento,Outros,07.772.834/0001-64,Morretes,PR,Sul,1477016.0,0.0,1477016.0,0.0,2024-07-12,2024-07-12,2026-07-08,2024,Captando,0.88,True
71000.062544/2024-99,ATFEC - Associação Timbo Futsal de Esportes e Cultura,Plano Comercial II Associação Timbó Futsal,2403728,Rendimento,Futsal,36.060.874/0001-81,,SC,Sul,273577.82,0.0,273577.82,0.0,2024-12-31,2024-12-31,2026-12-04,2024,Captando,0.88,True
71000.063309/2024-34,Associação Brasileira de Esportes para Pessoas com Nanismo,Seleção Brasileira de Futebol de Nanismo,2403857,Rendimento,Outros,44.950.918/0001-77,,RJ,Sudeste,389400.31,0.0,389400.31,0.0,2025-02-26,2025-02-26,2026-12-04,2025,Captando,0.88,True
71000.063494/2024-67,Real Colombo Futebol Clube,Colombo Futsal Futuro,2403905,Rendimento,Futsal,08.402.025/0001-23,,PR,Sul,266700.52,0.0,266700.52,0.0,2025-02-12,2025-02-12,2026-12-04,2025,Captando,0.88,True
71000.063730/2024-45,Associacao Esportiva Cafeeira Cambira Futsal / AECCF,A Caminho do Triunfo,2404090,Rendimento,Futsal,45.122.344/0001-01,,PR,Sul,362992.98,0.0,362992.98,0.0,2024-12-13,2024-12-13,2026-12-04,2024,Captando,0.88,True
71000.046781/2024-11,Associação Desportiva de Futsal do Distrito Federal,Não enxergando limites - ADEF-DF e Futebol de Cegos - Ano 2,2402433,Rendimento,Futebol de 5,14.897.583/0001-00,Brasília,DF,Centro-Oeste,639434.0,0.0,639434.0,0.0,2024-09-11,2024-09-11,2026-08-12,2024,Captando,0.88,True
71000.046324/2024-18,Associacao Papeletto Dark Paintball Team,Irmãos de Tinta,2402388,Rendimento,Outros,34.564.552/0001-44,Rio de Janeiro,RJ,Sudeste,617874.56,0.0,617874.56,0.0,2024-09-06,2024-09-06,2026-08-12,2024,Captando,0.88,True
71000.053603/2024-38,"ACECE - Associacao Cearense de Esporte, Cultura e Educação",Basquete Feminino - Ano II,2402924,Rendimento,Basquete,16.602.563/0001-90,Fortaleza,CE,Nordeste,994610.88,0.0,994610.88,0.0,2024-09-13,2024-09-13,2026-09-09,2024,Captando,0.88,True
71000.051840/2024-64,Associação Sorriso de Voleibol,Sorriso Voleibol Clube - 2ª temporada,2402792,Rendimento,Outros,03.705.545/0001-91,Sorriso,MT,Centro-Oeste,772310.0,0.0,772310.0,0.0,2024-09-13,2024-09-13,2026-09-09,2024,Captando,0.88,True
71000.046329/2024-41,Internacional Esporte Clube,Desenvolve Futebol,2402391,Rendimento,Futebol,75.029.355/0001-02,Campo Largo,SP,Sudeste,667483.5,0.0,667483.5,0.0,2024-09-06,2024-09-06,2026-08-12,2024,Captando,0.88,True
71000.017737/2024-95,Instituto Brasil Cidadão,Motovelocidade - IBC 2024,2400593,Rendimento,Motociclismo,41.414.745/0001-84,Brasília,DF,Centro-Oeste,609612.99,0.0,609612.99,0.0,2024-09-11,2024-09-11,2026-08-12,2024,Captando,0.88,True
71000.050968/2024-19,Instituto Nova Visao - INV,Uma Nova Visão - Futebol de Cegos - Ano II,2402734,Rendimento,Futebol de 5,11.333.248/0001-90,Quixeramobim,CE,Nordeste,654982.65,0.0,654982.65,0.0,2024-09-18,2024-09-18,2026-09-09,2024,Captando,0.88,True
71000.043694/2024-01,Olympico Club,Basquete Paraolympico II,2402009,Rendimento,Basquete em cadeiras de rodas,17.489.824/0001-70,Belo Horizonte,MG,Sudeste,807058.67,0.0,807058.67,0.0,2024-09-18,2024-09-18,2026-09-09,2024,Captando,0.88,True
71000.061546/2024-61,Clube Curitibano,Skate - Futuro Olímpico II,2403586,Rendimento,Outros,76.493.626/0001-49,,PR,Sul,226862.71,0.0,226862.71,0.0,2024-12-04,2024-12-04,2026-11-11,2024,Captando,0.88,True
71000.049349/2024-73,Federacao de Esporte a Motor do Distrito Federal,Benny Abdalla Kart 01,2402601,Rendimento,Kart,38.441.526/0001-80,Brasília,DF,Centro-Oeste,702383.34,0.0,702383.34,0.0,2024-09-20,2024-09-20,2026-09-09,2024,Captando,0.88,True
71000.050969/2024-55,Associação Esportiva Transformação,Transformação Feminino,2402735,Rendimento,Futebol,43.060.820/0001-81,Belo Horizonte,MG,Sudeste,647584.15,0.0,647584.15,0.0,2024-09-25,2024-09-25,2026-09-09,2024,Captando,0.88,True
71000.061662/2024-80,Instituto Desportivo Costa do Descobrimento,Elas no Esporte,2403652,Rendimento,Futsal,38.075.010/0001-69,,BA,Nordeste,204517.04,0.0,204517.04,0.0,2024-12-04,2024-12-04,2026-11-11,2024,Captando,0.88,True
71000.063567/2024-11,Confederação Brasileira de Remo,NEBAR: Campo de treino Nacional,2403938,Rendimento,Remo/Outros_x000D_,30.276.570/0001-70,,RJ,Sudeste,228757.35,0.0,228757.35,0.0,2024-12-11,2024-12-11,2026-12-04,2024,Captando,0.88,True
71000.062442/2024-73,CEPE - Centro Esportivo Para Pessoas Especiais,Atletismo Paralímpico em Ação Ano IV,2403739,Rendimento,Atletismo,05.468.868/0001-34,Joinville,SC,Sul,286475.57,0.0,286475.57,0.0,2024-12-11,2024-12-11,2026-12-04,2024,Captando,0.88,True
71000.051837/2024-41,Farrapos Rugby Clube,Farrapos – Equipes de Rendimento,2402791,Rendimento,Outros,10.243.825/0001-90,Bento Gonçalves,RS,Sul,751259.4,0.0,751259.4,0.0,2024-09-20,2024-09-20,2026-09-09,2024,Captando,0.88,True
71000.061491/2024-99,Confederação Brasileira de Voo Livre,Brasil no 24º Campeonato Mundial de Asa Delta - Espanha 2025,2403557,Rendimento,Voo,29.455.789/0001-57,,RJ,Sudeste,232102.44,0.0,232102.44,0.0,2024-12-20,2024-12-20,2026-12-04,2024,Captando,0.88,True
71000.050967/2024-66,Clube de Automobilismo ASRB,Time ASRB - Turismo Nacional,2402733,Rendimento,Outros,22.870.249/0001-90,São Paulo,SP,Sudeste,737650.03,0.0,737650.03,0.0,2024-09-13,2024-09-13,2026-09-09,2024,Captando,0.88,True
71000.051610/2024-03,Automóvel Clube do Maranhão,Time Automar - Turismo Nacional,2402782,Rendimento,Outros,10.501.275/0001-62,Imperatriz,MA,Nordeste,679816.03,0.0,679816.03,0.0,2024-09-13,2024-09-13,2026-09-09,2024,Captando,0.88,True
71000.040522/2024-78,Federação de Automobilismo do Distrito Federal,Kart Enrico Queiroga,2401375,Rendimento,Kart,07.481.027/0001-92,Brasília,DF,Centro-Oeste,682530.9,0.0,682530.9,0.0,2024-08-28,2024-08-28,2026-08-12,2024,Captando,0.88,True
71000.057768/2024-89,Esporte Clube Santos,Recopa Gaúcha Masculino,2403320,Rendimento,Futsal,48.045.705/0001-51,Três de Maio,RS,Sul,312334.09,0.0,312334.09,0.0,2024-11-27,2024-11-27,2026-10-30,2024,Captando,0.88,True
71000.063444/2024-80,Associação Campo Mourão Futsal,Craques do Carneirão Ano II,2403872,Rendimento,Futsal,78.191.160/0001-52,,PR,Sul,307567.34,0.0,307567.34,0.0,2024-12-31,2024-12-31,2026-12-04,2024,Captando,0.88,True
71000.064130/2024-02,Associacao Educacional e Esportiva Tatsu,Equipe Tatsu,2404121,Rendimento,Outros,20.110.095/0001-03,,GO,Centro-Oeste,468662.88,0.0,468662.88,0.0,2025-01-06,2025-01-06,2026-12-04,2025,Captando,0.88,True
71000.035635/2024-51,Associacao Desportiva Recreativa e Cultural FSA Esportes - FSA Sportes,Escola de Esportes FSA,2401050,Educacional,Futebol/Futebol de 5/Futsal_x000D_,26.966.398/0001-09,Feira de Santana,BA,Nordeste,811301.7,0.0,811301.7,0.0,2024-07-24,2024-07-24,2026-07-08,2024,Captando,0.865,True
71000.036218/2024-26,Associação de Pais e Amigos dos Excepcionais de Araxá - APAE,Escola de Esportes Adaptados “Hakuma mipaka” - APAE ARAXÁ III,2401061,Educacional,Atletismo/Natação/Futsal,17.805.524/0001-52,Araxá,MG,Sudeste,977682.5,0.0,977682.5,0.0,2024-07-12,2024-07-12,2026-07-08,2024,Captando,0.865,True
71000.034732/2024-27,Associação de Pais e Amigos dos Excepcionais de Tupaciguara,Cavalgando com propósito a reabilitação através da Equoterapia,2400984,Educacional,Outros,23.098.924/0001-78,Tupaciguara,MG,Sudeste,940679.6,0.0,940679.6,0.0,2024-07-12,2024-07-12,2026-07-08,2024,Captando,0.865,True
71000.034731/2024-82,Associação de Pais e Amigos dos Excepcionais de Tupaciguara,Inclusão Pelo Esporte,2400983,Educacional,Atletismo/Handebol Indoor/Natação/Futsal_x000D_,23.098.924/0001-78,Tupaciguara,MG,Sudeste,971172.72,0.0,971172.72,0.0,2024-07-12,2024-07-12,2026-07-08,2024,Captando,0.865,True
71000.034730/2024-38,Associacao Amor pra Down,Padel Down,2400982,Educacional,Outros,04.132.172/0002-50,Itajaí,SC,Sul,995433.4,0.0,995433.4,0.0,2024-07-12,2024-07-12,2026-07-08,2024,Captando,0.865,True
71000.035360/2024-56,Aspar - Associação de Surf de Paranaguá,Ondas da Transformação - Ano III,2401032,Educacional,Outros,10.469.746/0001-00,Paranaguá,PR,Sul,984372.95,0.0,984372.95,0.0,2024-07-24,2024-07-24,2026-07-08,2024,Captando,0.865,True
71000.038749/2024-53,Federação de Triathlon do Estado do Ceará,Escolinha de Triathlon Cascavel,2401166,Educacional,Thiathlon,00.869.949/0001-22,Fortaleza,CE,Nordeste,339135.46,0.0,339135.46,0.0,2024-08-21,2024-08-21,2026-08-12,2024,Captando,0.865,True
71000.037508/2024-97,Associação de Ciclismo e Esorte de Aventura de Araxá - ACEAA,Mountain Bike para Todos,2401111,Educacional,Moutain Bike,48.859.877/0001-69,Araxá,MG,Sudeste,716854.3,0.0,716854.3,0.0,2024-10-02,2024-10-02,2026-07-08,2024,Captando,0.865,True
71000.040494/2024-99,Esporte Clube Alta Floresta,Escola de Futebol do Ecaf,2401354,Educacional,Futebol,49.742.652/0001-90,Alta Floresta,MT,Centro-Oeste,380098.56,0.0,380098.56,0.0,2024-08-21,2024-08-21,2026-08-12,2024,Captando,0.865,True
71000.046318/2024-61,"Associação Cidadania, Social e Sustentabilidade",Esporte e Educação Formando Cidadãos,2402382,Educacional,Handebol Indoor/Tênis de Mesa_x000D_,19.322.282/0001-71,Parintins,AM,Norte,442915.6,0.0,442915.6,0.0,2024-08-21,2024-08-21,2026-08-12,2024,Captando,0.865,True
71000.045858/2024-27,Instituto de Cidadania Social da Paraíba - ICSPB,Esporte é Educação - Bayeux,2402364,Educacional,Futsal/Jiu Jitsu_x000D_,00.643.791/0001-78,Bayeux,PB,Nordeste,497000.1,0.0,497000.1,0.0,2024-08-21,2024-08-21,2026-08-12,2024,Captando,0.865,True
71000.039970/2024-29,Federação de Triathlon do Estado do Ceará,Escolinha de Triathlon Aracati,2401260,Educacional,Thiathlon,00.869.949/0001-22,Fortaleza,CE,Nordeste,326439.46,0.0,326439.46,0.0,2024-08-21,2024-08-21,2026-08-12,2024,Captando,0.865,True
71000.039736/2024-00,Federação de Triathlon do Estado do Ceará,Escolinha de Triathlon Horizonte,2401256,Educacional,Thiathlon,00.869.949/0001-22,Fortaleza,CE,Nordeste,342309.46,0.0,342309.46,0.0,2024-08-21,2024-08-21,2026-08-12,2024,Captando,0.865,True
71000.051291/2024-28,Associacao de Pequenos Agricultores Familiares de Barracas e Adjacencias - APAFBA,Treinando para o Futuro,2402753,Educacional,Futebol,48.244.634/0001-16,Ponto Novo,BA,Nordeste,243229.6,0.0,243229.6,0.0,2024-09-27,2024-09-27,2026-09-09,2024,Captando,0.865,True
71000.045878/2024-06,Associacao Esportiva Giants Cocal do Sul,Escolinha de Futebol Feminino Giants cocal do sul,2402377,Educacional,Futebol,39.496.812/0001-05,Cocal do Sul,SC,Sul,281314.87,0.0,281314.87,0.0,2024-08-21,2024-08-21,2026-08-12,2024,Captando,0.865,True
71000.051836/2024-04,Metalusina Esporte CLUBE,Metalusina Esporte & Cidadania,2402790,Educacional,Futebol,18.318.006/0001-77,Barão de Cocais,MG,Sudeste,336968.51,0.0,336968.51,0.0,2024-10-02,2024-10-02,2026-09-09,2024,Captando,0.865,True
71000.038453/2024-32,Cavaleiros Footboys Cluby,Cavaleiros Footboys Cluby,2401137,Educacional,Futsal,47.418.266/0001-12,Macaé,RJ,Sudeste,369606.69,0.0,369606.69,0.0,2024-09-27,2024-09-27,2026-08-12,2024,Captando,0.865,True
71000.045552/2024-71,Federacao Tocantinense de Ginastica,Ritmo Vertical,2402322,Educacional,Ginástica Rítmica,13.754.549/0001-13,Palmas,TO,Norte,325577.68,0.0,325577.68,0.0,2024-10-02,2024-10-02,2026-08-12,2024,Captando,0.865,True
71000.051579/2024-01,Associação Muretas de Esporte e Desenvolvimento Social,Futsal Para Educar,2402767,Educacional,Futsal,32.241.617/0001-95,Barueri,SP,Sudeste,384351.0,0.0,384351.0,0.0,2024-09-27,2024-09-27,2026-09-09,2024,Captando,0.865,True
71000.048650/2024-60,Associação Esportiva Tigres,Projeto Renovar Pelo Futebol,2402564,Educacional,Futebol,44.689.884/0001-09,Astorga,PR,Sul,398018.47,0.0,398018.47,0.0,2024-09-27,2024-09-27,2026-09-09,2024,Captando,0.865,True
